600716,FHGF,凤凰股份,19960702
600717,TJG,天津港,19960614
600718,DRJT,东软集团,19960618
600719,DLRD,大连热电,19960716
600720,QLS,祁连山,19960716
600721,BHC,百花村,19960626
600722,*STJH,*ST金化,19960626
600723,SSGF,首商股份,19960716
600724,NBFD,宁波富达,19960716
600725,YWGF,云维股份,19960702
600726,HDNY,华电能源,19960701
600727,LBHG,鲁北化工,19960702
600728,JDKJ,佳都科技,19960716
600729,ZQBH,重庆百货,19960702
600730,ZGGK,中国高科,19960726
600731,HNHL,湖南海利,19960802
600732,*STXM,*ST新梅,19960816
600733,SQF,S前锋,19960816
600734,SDJT,实达集团,19960808
600735,XHJ,新华锦,19960726
600736,SZGX,苏州高新,19960815
600737,ZLTH,中粮屯河,19960731
600738,LZMB,兰州民百,19960802
600739,LNCD,辽宁成大,19960819
600740,SXJH,山西焦化,19960808
600741,HYQC,华域汽车,19960826
600742,YQFW,一汽富维,19960826
600743,HYDC,华远地产,19960909
600744,HYDL,华银电力,19960905
600745,ZYGF,中茵股份,19960828
600746,JSSP,江苏索普,19960918
600747,DLKG,大连控股,19960916
600748,SSFZ,上实发展,19960925
600749,XZLY,西藏旅游,19961015
600750,JZYY,江中药业,19960923
600751,THTZ,天海投资,19960909
600753,DFYX,东方银星,19960927
600754,JJGF,锦江股份,19961011
600755,XMGM,厦门国贸,19961003
600756,LCRJ,浪潮软件,19960923
600757,CJCM,长江传媒,19961003
600758,HYNY,红阳能源,19961029
600759,ZJYQ,洲际油气,19961008
600760,ZHHB,中航黑豹,19961011
600761,AHHL,安徽合力,19961009
600763,TCYL,通策医疗,19961030
600764,ZDGT,中电广通,19961104
600765,ZHZJ,中航重机,19961106
600766,YCHJ,园城黄金,19961028
600767,YSYL,运盛医疗,19961115
600768,NBFB,宁波富邦,19961111
600769,XLDY,祥龙电业,19961101
600770,ZYGF,综艺股份,19961120
600771,GYY,广誉远,19961105
600773,XZCT,西藏城投,19961108
600774,HSJT,汉商集团,19961108
600775,NJXM,南京熊猫,19961118
600776,DFTX,东方通信,19961126
600777,XCSY,新潮实业,19961121
600778,YHJT,友好集团,19961203
600779,*STSJ,*ST水井,19961206
600780,TBNY,通宝能源,19961205
600781,FRYY,辅仁药业,19961218
